relative_path,file_name,file_type,file_size_bytes,file_size_kb,file_size_mb,last_modified,days_since_mod,age_days,depth,top_level_folder,production_vs_debug,suggested_action,suggested_target,confidence,reason
BE_QUERY_FILES\modular_processor\ELWC_DEDUPLICATED.py,ELWC_DEDUPLICATED.py,.py,5093,4.97,0.005,2026-02-26 23:36:26,131.0,131.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\ELWC_UPDATE.py,ELWC_UPDATE.py,.py,8951,8.74,0.009,2026-02-26 23:48:06,131.0,131.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\EXTEND_BENCHMARK.py,EXTEND_BENCHMARK.py,.py,29529,28.84,0.028,2026-07-07 15:48:33,0.3,0.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\feature_importance_BP_RATE.csv,feature_importance_BP_RATE.csv,.csv,2447,2.39,0.002,2026-01-04 07:38:29,184.7,184.7,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\feature_importance_SP_RATE.csv,feature_importance_SP_RATE.csv,.csv,2429,2.37,0.002,2026-01-04 07:38:29,184.7,184.7,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\GENERATE_DEVICE_BENCHMARK_JSL.py,GENERATE_DEVICE_BENCHMARK_JSL.py,.py,5725,5.59,0.005,2026-06-21 23:01:40,16.0,16.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\main.py,main.py,.py,13319,13.01,0.013,2026-05-01 16:01:02,67.3,67.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__init__.py,__init__.py,.py,108,0.11,0.0,2026-01-01 22:22:31,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\__init__.cpython-311.pyc,__init__.cpython-311.pyc,.pyc,338,0.33,0.0,2026-01-01 22:33:47,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\defect_processor.cpython-311.pyc,defect_processor.cpython-311.pyc,.pyc,66513,64.95,0.063,2026-07-07 15:31:56,0.3,0.3,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\defect_trends_processor.cpython-311.pyc,defect_trends_processor.cpython-311.pyc,.pyc,31558,30.82,0.03,2026-01-12 23:48:41,176.0,176.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\elwc2_processor.cpython-311.pyc,elwc2_processor.cpython-311.pyc,.pyc,23321,22.77,0.022,2026-01-03 06:39:58,185.7,185.7,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\elwc_processor.cpython-311.pyc,elwc_processor.cpython-311.pyc,.pyc,20514,20.03,0.02,2026-01-01 22:33:50,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\leak_processors.cpython-311.pyc,leak_processors.cpython-311.pyc,.pyc,18707,18.27,0.018,2026-01-01 22:33:51,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\pump_processor.cpython-311.pyc,pump_processor.cpython-311.pyc,.pyc,9294,9.08,0.009,2026-01-01 22:33:51,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\__pycache__\spc_processor.cpython-311.pyc,spc_processor.cpython-311.pyc,.pyc,25132,24.54,0.024,2026-01-05 16:47:35,183.3,183.3,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\defect_processor.py,defect_processor.py,.py,52800,51.56,0.05,2026-07-07 15:14:01,0.3,0.3,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\defect_trends_processor.py,defect_trends_processor.py,.py,27728,27.08,0.026,2026-01-12 22:10:59,176.0,176.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\elwc2_processor.py,elwc2_processor.py,.py,18624,18.19,0.018,2026-01-03 06:39:20,185.7,185.7,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\elwc_processor.py,elwc_processor.py,.py,14950,14.6,0.014,2026-01-01 22:22:30,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\leak_processors.py,leak_processors.py,.py,13481,13.17,0.013,2026-01-01 22:22:30,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\pump_processor.py,pump_processor.py,.py,6768,6.61,0.006,2026-01-01 22:22:31,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\processors\spc_processor.py,spc_processor.py,.py,20241,19.77,0.019,2026-01-05 16:47:09,183.3,183.3,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\README.md,README.md,.md,34249,33.45,0.033,2026-01-05 18:18:27,183.2,183.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\readme_update.py,readme_update.py,.py,11336,11.07,0.011,2026-01-05 18:18:26,183.2,183.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\rf_configuration_comparison.csv,rf_configuration_comparison.csv,.csv,1930,1.88,0.002,2026-01-04 07:45:59,184.6,184.6,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\RF_DEFECTS.py,RF_DEFECTS.py,.py,15595,15.23,0.015,2026-01-04 08:14:36,184.6,184.6,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\RF_DEFECTS_2.py,RF_DEFECTS_2.py,.py,9674,9.45,0.009,2026-01-12 03:50:28,176.8,176.8,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\TIME_BIN_AGGREGATOR.py,TIME_BIN_AGGREGATOR.py,.py,22441,21.92,0.021,2026-04-29 16:59:17,69.3,69.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\validator.py,validator.py,.py,16189,15.81,0.015,2026-01-03 20:22:09,185.1,185.1,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\NCDD Report Data - GroupBy DEVICE By (DEVICE).csv,NCDD Report Data - GroupBy DEVICE By (DEVICE).csv,.csv,680,0.66,0.001,2026-07-07 17:24:06,0.2,0.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\8M5CL_8M6CL_2025_PRE.csv,8M5CL_8M6CL_2025_PRE.csv,.csv,487592,476.16,0.465,2026-01-01 19:14:33,187.2,187.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\8M5CL_8M6CL_2025_PRE_PRE.csv,8M5CL_8M6CL_2025_PRE_PRE.csv,.csv,7435717,7261.44,7.091,2025-12-31 19:27:16,188.2,188.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\8M5CL_8M6CL_2025_RETICLE_old2.csv,8M5CL_8M6CL_2025_RETICLE_old2.csv,.csv,7390192,7216.98,7.048,2025-12-31 18:45:56,188.2,188.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\8M5CL_8M6CL_2025_RETICLE_old_lookbacks.csv,8M5CL_8M6CL_2025_RETICLE_old_lookbacks.csv,.csv,6778897,6620.02,6.465,2025-12-31 02:19:25,188.9,188.9,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\8M5CL_8M6CL_2025_WITH_TRENDS.csv,8M5CL_8M6CL_2025_WITH_TRENDS.csv,.csv,8799148,8592.92,8.392,2026-01-01 04:43:47,187.8,187.8,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\DATE_FILTER_VALIDATION.py,DATE_FILTER_VALIDATION.py,.py,6877,6.72,0.007,2026-01-01 18:12:55,187.2,187.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\OLD2\MIGRATION_VALIDATION.py,MIGRATION_VALIDATION.py,.py,25362,24.77,0.024,2026-01-01 18:21:16,187.2,187.2,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\phase2b_rolling_audit.py,phase2b_rolling_audit.py,.py,10448,10.2,0.01,2026-07-06 23:48:25,1.0,1.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\pipeline_config.py,pipeline_config.py,.py,10488,10.24,0.01,2026-07-07 00:02:03,1.0,1.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\reconcile_prune_images.py,reconcile_prune_images.py,.py,19319,18.87,0.018,2026-06-21 23:45:16,16.0,16.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\reparse_pilot_columns.py,reparse_pilot_columns.py,.py,13842,13.52,0.013,2026-05-06 00:01:38,63.0,63.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\ss_incremental_no_images_console.txt,ss_incremental_no_images_console.txt,.txt,54180,52.91,0.052,2026-04-26 04:54:19,72.8,72.8,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\ss_incremental_with_images_dryrun_console.txt,ss_incremental_with_images_dryrun_console.txt,.txt,54180,52.91,0.052,2026-04-26 05:07:41,72.8,72.8,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\ss_incremental_with_images_dryrun_v2_console.txt,ss_incremental_with_images_dryrun_v2_console.txt,.txt,795188,776.55,0.758,2026-04-26 08:52:10,72.6,72.6,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\ss_seed_760_console.txt,ss_seed_760_console.txt,.txt,60742,59.32,0.058,2026-04-26 16:01:35,72.3,72.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\ss_seed_console.txt,ss_seed_console.txt,.txt,30006,29.3,0.029,2026-04-27 16:16:51,71.3,71.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_backfill_event_wafer.py,surf_scan_backfill_event_wafer.py,.py,2517,2.46,0.002,2026-04-28 23:28:41,70.0,70.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_backfill_pm_counters.py,surf_scan_backfill_pm_counters.py,.py,639,0.62,0.001,2026-04-30 21:59:34,68.1,68.1,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_config.py,surf_scan_config.py,.py,1771,1.73,0.002,2026-04-26 16:45:36,72.3,72.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_coordinates.py,surf_scan_coordinates.py,.py,54517,53.24,0.052,2026-05-01 16:17:56,67.3,67.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_daily.py,surf_scan_daily.py,.py,291,0.28,0.0,2026-04-26 16:10:55,72.3,72.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_elwc_pm_pilot.py,surf_scan_elwc_pm_pilot.py,.py,22500,21.97,0.021,2026-04-30 19:45:15,68.2,68.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_elwc_pm_stage_backfill.py,surf_scan_elwc_pm_stage_backfill.py,.py,19186,18.74,0.018,2026-05-01 16:17:56,67.3,67.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_event_wafer_sample.py,surf_scan_event_wafer_sample.py,.py,10490,10.24,0.01,2026-04-28 23:32:56,70.0,70.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_extend_backfill.py,surf_scan_extend_backfill.py,.py,5916,5.78,0.006,2026-04-28 23:28:41,70.0,70.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_GTO111_OX.py,surf_scan_GTO111_OX.py,.py,15240,14.88,0.015,2026-05-21 21:50:24,47.1,47.1,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_images.py,surf_scan_images.py,.py,38130,37.24,0.036,2026-06-21 20:41:40,16.1,16.1,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_incremental.py,surf_scan_incremental.py,.py,275,0.27,0.0,2026-04-26 05:10:07,72.8,72.8,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_insp_scope.py,surf_scan_insp_scope.py,.py,13190,12.88,0.013,2026-04-28 22:17:41,70.0,70.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_seed.py,surf_scan_seed.py,.py,268,0.26,0.0,2026-04-26 05:10:07,72.8,72.8,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\surf_scan_update.py,surf_scan_update.py,.py,18307,17.88,0.017,2026-06-21 20:41:40,16.1,16.1,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\update_surf_ts_ame421_pm1.py,update_surf_ts_ame421_pm1.py,.py,3770,3.68,0.004,2026-05-01 04:26:35,67.8,67.8,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\verify_fix.py,verify_fix.py,.py,692,0.68,0.001,2026-07-07 15:48:42,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\WEEKLY_ZERO_RATE_AGGREGATOR.py,WEEKLY_ZERO_RATE_AGGREGATOR.py,.py,12635,12.34,0.012,2026-07-07 15:14:01,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BOST\AMEct 1278 Inline Defects Fleet Dispo.jsl,AMEct 1278 Inline Defects Fleet Dispo.jsl,.jsl,51235,50.03,0.049,2026-06-02 23:49:34,35.0,35.0,1,BOST,PRODUCTION,keep,as-is,High,general workspace file
BOST\BOST_DefectQuery_Plan.md,BOST_DefectQuery_Plan.md,.md,10494,10.25,0.01,2026-06-02 23:09:19,35.0,35.0,1,BOST,PRODUCTION,keep,as-is,High,general workspace file
DESIGN_INDEX.md,DESIGN_INDEX.md,.md,1010,0.99,0.001,2026-04-30 22:04:30,68.1,68.1,0,[root],PRODUCTION,keep,as-is,High,workspace entry or design doc
docs\DEVICE_BENCHMARK_CONTEXT.md,DEVICE_BENCHMARK_CONTEXT.md,.md,5707,5.57,0.005,2026-06-21 21:25:51,16.1,16.1,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\EDX CONTEXT.md,EDX CONTEXT.md,.md,1763,1.72,0.002,2026-06-20 18:40:36,17.2,17.2,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\EMSA_ACCESS.md,EMSA_ACCESS.md,.md,1331,1.3,0.001,2026-07-02 03:29:45,5.8,5.8,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\Git_Setup_Push_Starter_Guide.md,Git_Setup_Push_Starter_Guide.md,.md,6408,6.26,0.006,2026-05-11 23:06:36,57.0,57.0,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\HTML_REPORTING_WORKFLOWS.md,HTML_REPORTING_WORKFLOWS.md,.md,12250,11.96,0.012,2026-06-21 20:31:10,16.1,16.1,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\jsl_kb\JSL_DATA_CONTRACTS_AND_DEPENDENCIES.md,JSL_DATA_CONTRACTS_AND_DEPENDENCIES.md,.md,2298,2.24,0.002,2026-04-25 05:14:50,73.8,73.8,2,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\jsl_kb\JSL_KB_INDEX.md,JSL_KB_INDEX.md,.md,2200,2.15,0.002,2026-04-27 17:18:01,71.3,71.3,2,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\jsl_kb\JSL_MODIFICATION_CHECKLIST.md,JSL_MODIFICATION_CHECKLIST.md,.md,2038,1.99,0.002,2026-04-26 18:42:23,72.2,72.2,2,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\jsl_kb\JSL_TROUBLESHOOTING_PLAYBOOK.md,JSL_TROUBLESHOOTING_PLAYBOOK.md,.md,4552,4.45,0.004,2026-04-26 18:42:23,72.2,72.2,2,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\jsl_kb\JSL_VALIDATION_QUICKRUN.md,JSL_VALIDATION_QUICKRUN.md,.md,2611,2.55,0.002,2026-04-26 18:42:23,72.2,72.2,2,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\jsl_kb\SURF_SCAN_FLEET_IMPLEMENTATION_TODO.md,SURF_SCAN_FLEET_IMPLEMENTATION_TODO.md,.md,5334,5.21,0.005,2026-04-27 17:18:01,71.3,71.3,2,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\Scheduler_GitHub_Push_POC.md,Scheduler_GitHub_Push_POC.md,.md,3726,3.64,0.004,2026-07-07 18:17:57,0.2,0.2,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\SCRIPT_HOST_LAUNCHER_PATTERN.md,SCRIPT_HOST_LAUNCHER_PATTERN.md,.md,6960,6.8,0.007,2026-06-12 23:22:18,25.0,25.0,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
docs\SURF_SCAN_MANIFEST_DISCREPANCY_HANDOFF.md,SURF_SCAN_MANIFEST_DISCREPANCY_HANDOFF.md,.md,7851,7.67,0.007,2026-06-21 20:31:10,16.1,16.1,1,docs,PRODUCTION,keep,as-is,High,supporting documentation
FLEET_RATE_ANALYSIS.py,FLEET_RATE_ANALYSIS.py,.py,4468,4.36,0.004,2026-07-07 15:14:01,0.3,0.3,0,[root],PRODUCTION,keep,as-is,High,general workspace file
GIT_STATUS.md,GIT_STATUS.md,.md,611,0.6,0.001,2026-07-07 18:31:41,0.2,0.2,0,[root],PRODUCTION,keep,as-is,High,workspace entry or design doc
html\adhoc_chamber_events\_cli_test\AME409_PM6_260701_1005_wafermap.png,AME409_PM6_260701_1005_wafermap.png,.png,60263,58.85,0.057,2026-07-02 04:54:33,5.8,5.8,3,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\AME409_PM6_260625_1737_wafermap.png,AME409_PM6_260625_1737_wafermap.png,.png,84032,82.06,0.08,2026-06-30 17:55:20,7.2,7.2,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\AME409_PM6_260701_0405_wafermap.png,AME409_PM6_260701_0405_wafermap.png,.png,44655,43.61,0.043,2026-07-01 16:05:25,6.3,6.3,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\AME409_PM6_260701_1005_wafermap.png,AME409_PM6_260701_1005_wafermap.png,.png,60263,58.85,0.057,2026-07-02 04:50:00,5.8,5.8,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\AME423_PM1_260625_2235_wafermap.png,AME423_PM1_260625_2235_wafermap.png,.png,50444,49.26,0.048,2026-06-26 17:28:16,11.2,11.2,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\AME427_PM3_260613_0558_wafermap.png,AME427_PM3_260613_0558_wafermap.png,.png,56304,54.98,0.054,2026-06-26 15:12:36,11.3,11.3,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME403_PM3_wafermap.png,elem_F_AME403_PM3_wafermap.png,.png,59375,57.98,0.057,2026-06-26 20:29:44,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME409_PM6_wafermap.png,elem_F_AME409_PM6_wafermap.png,.png,53126,51.88,0.051,2026-06-26 20:29:43,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME411_PM4_wafermap.png,elem_F_AME411_PM4_wafermap.png,.png,42032,41.05,0.04,2026-06-26 20:29:44,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME423_PM1_wafermap.png,elem_F_AME423_PM1_wafermap.png,.png,41528,40.55,0.04,2026-06-26 20:29:43,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME423_PM5_wafermap.png,elem_F_AME423_PM5_wafermap.png,.png,42604,41.61,0.041,2026-06-26 20:29:44,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME425_PM1_wafermap.png,elem_F_AME425_PM1_wafermap.png,.png,42328,41.34,0.04,2026-06-26 20:29:43,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_F_AME427_PM3_wafermap.png,elem_F_AME427_PM3_wafermap.png,.png,45768,44.7,0.044,2026-06-26 20:29:44,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME403_PM3_wafermap.png,elem_Fe_AME403_PM3_wafermap.png,.png,49725,48.56,0.047,2026-06-26 20:39:37,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME409_PM6_wafermap.png,elem_Fe_AME409_PM6_wafermap.png,.png,52536,51.3,0.05,2026-06-26 20:39:37,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME411_PM4_wafermap.png,elem_Fe_AME411_PM4_wafermap.png,.png,41471,40.5,0.04,2026-06-26 20:39:38,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME423_PM1_wafermap.png,elem_Fe_AME423_PM1_wafermap.png,.png,41507,40.53,0.04,2026-06-26 20:39:37,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME423_PM5_wafermap.png,elem_Fe_AME423_PM5_wafermap.png,.png,41525,40.55,0.04,2026-06-26 20:39:37,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME425_PM1_wafermap.png,elem_Fe_AME425_PM1_wafermap.png,.png,42057,41.07,0.04,2026-06-26 20:39:36,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_chamber_events\elem_Fe_AME427_PM3_wafermap.png,elem_Fe_AME427_PM3_wafermap.png,.png,42759,41.76,0.041,2026-06-26 20:39:37,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\_cli_test\elem_report_F+Fe_20260701_215659.html,elem_report_F+Fe_20260701_215659.html,.html,564419,551.19,0.538,2026-07-02 04:57:01,5.8,5.8,3,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Cr_20260630_142752.html,elem_report_Cr_20260630_142752.html,.html,26923,26.29,0.026,2026-06-30 21:27:55,7.1,7.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_F_20260626_113228.html,elem_report_F_20260626_113228.html,.html,311773,304.47,0.297,2026-06-26 18:32:29,11.2,11.2,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_F_20260626_115218.html,elem_report_F_20260626_115218.html,.html,688475,672.34,0.657,2026-06-26 18:52:19,11.2,11.2,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_F_20260626_131428.html,elem_report_F_20260626_131428.html,.html,175532,171.42,0.167,2026-06-26 20:14:29,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_F_20260626_132426.html,elem_report_F_20260626_132426.html,.html,184948,180.61,0.176,2026-06-26 20:24:26,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_F_20260626_132944.html,elem_report_F_20260626_132944.html,.html,187518,183.12,0.179,2026-06-26 20:29:45,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_F_20260626_141516.html,elem_report_F_20260626_141516.html,.html,205984,201.16,0.196,2026-06-26 21:15:17,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Fe_20260626_133937.html,elem_report_Fe_20260626_133937.html,.html,112840,110.2,0.108,2026-06-26 20:39:38,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Fe_20260626_150124.html,elem_report_Fe_20260626_150124.html,.html,320390,312.88,0.306,2026-06-26 22:01:26,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
html\adhoc_elements\elem_report_Ta+Os+P+Y_20260626_145136.html,elem_report_Ta+Os+P+Y_20260626_145136.html,.html,147109,143.66,0.14,2026-06-26 21:51:37,11.1,11.1,2,html,PRODUCTION,keep,as-is,High,general workspace file
