LOT,LOT7,ACTUAL_LOT,WAFER_ID,LAYER,WAFER_KEY,INSPECTION_TIME,DEFECT_ID,CLASS,FINEBIN,WAFER_X_MM,WAFER_Y_MM,IMAGE_COUNT,SUBENTITY,RECIPE,SUBENTITY_END_TIME,INSPECT_TIME,INSPECT_TOOL,PILOT_STATUS,SUM_NCDD,STATUS,BEEP_NCDD,SMP_NCDD
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,134,SMALL_PARTICLE,SMALL_PARTICLE,-36.627903,38.766622,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,135,SMALL_PARTICLE,SMALL_PARTICLE,-37.176401,38.153108,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,138,SMALL_PARTICLE,SMALL_PARTICLE,-107.947461,39.41745,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,140,SMALL_PARTICLE,SMALL_PARTICLE,-2.778812,40.155275,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,142,SMALL_PARTICLE,SMALL_PARTICLE,-58.733339,40.770733,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,144,SMALL_PARTICLE,SMALL_PARTICLE,-56.739126,41.805739,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,159,SMALL_PARTICLE,SMALL_PARTICLE,26.720221,42.548339,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,234,SMALL_PARTICLE,SMALL_PARTICLE,-59.336809,42.000613,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,235,SMALL_PARTICLE,SMALL_PARTICLE,-58.376508,42.517203,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,245,SMALL_PARTICLE,SMALL_PARTICLE,23.795408,43.344776,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,278,SMALL_PARTICLE,SMALL_PARTICLE,-59.471688,42.91291,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,280,SMALL_PARTICLE,SMALL_PARTICLE,23.03096,43.948665,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,287,SMALL_PARTICLE,SMALL_PARTICLE,22.00226,45.167094,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,288,SMALL_PARTICLE,SMALL_PARTICLE,-58.812611,44.941968,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,291,SMALL_PARTICLE,SMALL_PARTICLE,20.296224,46.368048,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,292,SMALL_PARTICLE,SMALL_PARTICLE,-55.891063,46.092289,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,294,SMALL_PARTICLE,SMALL_PARTICLE,-55.408518,47.051439,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,296,SMALL_PARTICLE,SMALL_PARTICLE,-64.746746,46.502397,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,300,SMALL_PARTICLE,SMALL_PARTICLE,-55.457445,49.823148,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,302,SMALL_PARTICLE,SMALL_PARTICLE,-8.718318,79.225932,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,303,SMALL_PARTICLE,SMALL_PARTICLE,18.213784,79.158731,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,305,SMALL_PARTICLE,SMALL_PARTICLE,57.226825,79.997071,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,308,SMALL_PARTICLE,SMALL_PARTICLE,27.55154,79.978018,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,309,SMALL_PARTICLE,SMALL_PARTICLE,-12.254058,79.847737,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,312,SMALL_PARTICLE,SMALL_PARTICLE,-43.199001,80.495184,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,314,SMALL_PARTICLE,SMALL_PARTICLE,-28.232463,82.278165,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,315,SMALL_PARTICLE,SMALL_PARTICLE,-28.124656,81.946068,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,317,SMALL_PARTICLE,SMALL_PARTICLE,-43.578211,82.307646,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,319,SMALL_PARTICLE,SMALL_PARTICLE,17.084837,82.291423,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,321,SMALL_PARTICLE,SMALL_PARTICLE,-1.012899,82.041101,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,322,SMALL_PARTICLE,SMALL_PARTICLE,85.459008,81.909252,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,323,SMALL_PARTICLE,SMALL_PARTICLE,94.230331,83.023856,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,326,SMALL_PARTICLE,SMALL_PARTICLE,92.184041,82.915653,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,331,SMALL_PARTICLE,SMALL_PARTICLE,-29.426453,83.39872,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,336,SMALL_PARTICLE,SMALL_PARTICLE,-40.278347,84.464007,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,337,SMALL_PARTICLE,SMALL_PARTICLE,-97.064468,84.830102,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,338,SMALL_PARTICLE,SMALL_PARTICLE,-21.380205,85.391828,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,340,SMALL_PARTICLE,SMALL_PARTICLE,-24.539171,85.569278,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,341,SMALL_PARTICLE,SMALL_PARTICLE,87.032163,86.151365,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,342,SMALL_PARTICLE,SMALL_PARTICLE,90.901605,86.152401,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,343,SMALL_PARTICLE,SMALL_PARTICLE,55.000646,86.256013,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,345,SMALL_PARTICLE,SMALL_PARTICLE,12.915591,86.925899,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,346,SMALL_PARTICLE,SMALL_PARTICLE,83.923861,86.661003,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,347,SMALL_PARTICLE,SMALL_PARTICLE,80.962208,87.368529,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,348,SMALL_PARTICLE,SMALL_PARTICLE,90.665143,87.406599,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,349,SMALL_PARTICLE,SMALL_PARTICLE,-28.987024,87.499776,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,350,SMALL_PARTICLE,SMALL_PARTICLE,-14.889719,87.483913,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,393,SMALL_PARTICLE,SMALL_PARTICLE,-40.298191,87.648178,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,414,SMALL_PARTICLE,SMALL_PARTICLE,-23.45626,88.370676,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,415,SMALL_PARTICLE,SMALL_PARTICLE,-22.015256,88.089658,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,416,SMALL_PARTICLE,SMALL_PARTICLE,-16.608911,88.428307,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,418,SMALL_PARTICLE,SMALL_PARTICLE,60.198878,89.074929,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,419,SMALL_PARTICLE,SMALL_PARTICLE,93.261702,88.818012,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,420,SMALL_PARTICLE,SMALL_PARTICLE,89.05354,89.424082,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,422,SMALL_PARTICLE,SMALL_PARTICLE,50.595393,89.266981,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,425,SMALL_PARTICLE,SMALL_PARTICLE,-39.950488,88.747972,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,426,SMALL_PARTICLE,SMALL_PARTICLE,0.387869,88.795836,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,427,SMALL_PARTICLE,SMALL_PARTICLE,-26.281484,89.785172,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,428,SMALL_PARTICLE,SMALL_PARTICLE,-26.020715,89.574442,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,429,SMALL_PARTICLE,SMALL_PARTICLE,-75.934801,90.084842,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,430,SMALL_PARTICLE,SMALL_PARTICLE,52.71523,89.88583,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,431,SMALL_PARTICLE,SMALL_PARTICLE,104.149594,90.000045,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,432,SMALL_PARTICLE,SMALL_PARTICLE,88.857481,89.866305,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,433,SMALL_PARTICLE,SMALL_PARTICLE,-33.356037,89.426173,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,434,SMALL_PARTICLE,SMALL_PARTICLE,-24.189553,91.498694,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,436,SMALL_PARTICLE,SMALL_PARTICLE,69.345253,91.063108,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,439,SMALL_PARTICLE,SMALL_PARTICLE,-10.24919,92.554165,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,440,SMALL_PARTICLE,SMALL_PARTICLE,-27.672508,92.995434,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,441,SMALL_PARTICLE,SMALL_PARTICLE,98.792039,92.607174,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,442,SMALL_PARTICLE,SMALL_PARTICLE,25.495908,93.76314,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,443,SMALL_PARTICLE,SMALL_PARTICLE,-13.266421,94.662473,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,444,SMALL_PARTICLE,SMALL_PARTICLE,-20.576117,94.487272,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,445,SMALL_PARTICLE,SMALL_PARTICLE,-19.430468,94.646165,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,446,SMALL_PARTICLE,SMALL_PARTICLE,-26.489631,94.631833,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,449,SMALL_PARTICLE,SMALL_PARTICLE,24.712234,94.241774,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,452,SMALL_PARTICLE,SMALL_PARTICLE,25.031052,94.10425,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,455,SMALL_PARTICLE,SMALL_PARTICLE,57.272868,94.980236,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,456,SMALL_PARTICLE,SMALL_PARTICLE,66.410596,95.333525,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,457,SMALL_PARTICLE,SMALL_PARTICLE,28.524873,95.078915,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,459,SMALL_PARTICLE,SMALL_PARTICLE,28.037735,95.032184,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,467,SMALL_PARTICLE,SMALL_PARTICLE,-41.986141,94.923552,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,468,SMALL_PARTICLE,SMALL_PARTICLE,-37.718004,94.816941,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
D5079790W,D507979,D5079790W,MC1RF404WAA4,8M6CL,7518595,2025-10-19 08:43:59,469,SMALL_PARTICLE,SMALL_PARTICLE,-24.734715,95.057757,4,AME403_PM2,P_78_GABON,2025-10-11 17:50:33,2025-10-19 08:43:59,BPD432,POR+CV,1.032066,HIGHFLIER,0.0,1.032066
